,Цена квартиры,Тип квартиры,Станция метро,Минут до метро,Регион,Кол-во комнат,Площадь,Жилая площадь,Площадь кухни,Этаж,Ремонт
6947,13280000.0,Вторичноё жильё,Сходненская,7.0,Москва,2.0,44.2,27.0,6.0,5.0,Косметический
6948,11300000.0,Вторичноё жильё,Зюзино,6.0,Москва,2.0,44.4,29.0,7.0,1.0,Косметический
6949,15300000.0,Вторичноё жильё,Щелковская,17.0,Москва,2.0,52.0,35.0,8.8,2.0,Европейский стиль
6950,14000000.0,Вторичноё жильё,Волжская,11.0,Москва,2.0,47.6,32.0,9.0,7.0,Европейский стиль
6951,13500000.0,Вторичноё жильё,Беляево,11.0,Москва,2.0,44.9,28.8,6.6,1.0,Европейский стиль
6952,10000000.0,Вторичноё жильё,Выхино,14.0,Москва,2.0,48.0,29.0,6.3,4.0,Косметический
6953,32000000.0,Вторичноё жильё,Электрозаводская,10.0,Москва,2.0,82.0,43.6,13.4,6.0,Дизайнерский
6954,12700000.0,Вторичноё жильё,Трикотажная,21.0,Москва,2.0,45.0,33.0,6.0,11.0,Косметический
6955,30500000.0,Вторичноё жильё,Беговая,4.0,Москва,2.0,63.0,30.0,14.0,25.0,Европейский стиль
15894,5957474.0,Новостройка,Красногвардейская,11.0,Московская область,2.0,48.06,29.1,9.2,17.0,Косметический
15897,5340913.0,Новостройка,Красногвардейская,11.0,Московская область,2.0,40.5,26.3,5.0,17.0,Косметический
15898,6243444.0,Новостройка,Красногвардейская,11.0,Московская область,2.0,52.87,25.6,13.3,17.0,Косметический
15899,8899636.0,Новостройка,Зябликово,9.0,Московская область,2.0,49.3,28.7,6.7,1.0,Косметический
15932,11319700.0,Новостройка,Зябликово,9.0,Московская область,2.0,60.5,31.8,13.4,1.0,Косметический
15933,11242280.0,Новостройка,Зябликово,9.0,Московская область,2.0,59.7,31.8,13.0,2.0,Косметический
15934,10349378.0,Новостройка,Зябликово,9.0,Московская область,2.0,60.2,33.8,11.7,2.0,Косметический
15935,11912812.0,Новостройка,Зябликово,9.0,Московская область,2.0,66.7,32.4,14.1,3.0,Косметический
15936,11660097.0,Новостройка,Зябликово,9.0,Московская область,2.0,61.1,35.2,10.7,3.0,Косметический
15905,11687360.0,Новостройка,Зябликово,9.0,Московская область,2.0,64.8,34.6,11.8,6.0,Косметический
15906,10965877.0,Новостройка,Зябликово,9.0,Московская область,2.0,64.8,34.6,11.8,11.0,Косметический
15907,10129573.0,Новостройка,Зябликово,9.0,Московская область,2.0,64.2,30.5,14.0,1.0,Косметический
15908,10092984.0,Новостройка,Зябликово,9.0,Московская область,2.0,63.5,30.5,14.0,2.0,Косметический
15873,10318980.0,Новостройка,Депо,13.0,Москва,2.0,47.4,22.8,15.3,17.0,Косметический
15877,7565450.0,Новостройка,Красногвардейская,12.0,Московская область,2.0,62.31,25.0,20.5,5.0,Косметический
15878,6825663.0,Новостройка,Жулебино,13.0,Московская область,2.0,54.6,31.2,9.9,12.0,Косметический
15884,5115595.0,Новостройка,Красногвардейская,11.0,Московская область,2.0,39.84,26.3,5.0,17.0,Косметический
15885,4417882.0,Новостройка,Красногвардейская,11.0,Московская область,2.0,33.87,19.8,6.0,17.0,Косметический
15916,10234582.0,Новостройка,Зябликово,9.0,Московская область,2.0,63.6,32.6,12.5,4.0,Косметический
15919,10346672.0,Новостройка,Зябликово,9.0,Московская область,2.0,64.0,34.5,11.8,1.0,Косметический
15892,5875216.0,Новостройка,Красногвардейская,11.0,Московская область,2.0,46.36,28.5,5.4,13.0,Косметический
15893,5557897.0,Новостройка,Красногвардейская,11.0,Московская область,2.0,44.44,27.3,5.0,13.0,Косметический
15854,10283300.0,Новостройка,Депо,19.0,Москва,2.0,60.49,27.6,16.7,2.0,Косметический
15857,11449500.0,Новостройка,Депо,19.0,Москва,2.0,67.35,34.1,14.2,10.0,Косметический
15858,10283300.0,Новостройка,Депо,19.0,Москва,2.0,60.49,27.6,16.7,10.0,Косметический
15859,11584200.0,Новостройка,Депо,19.0,Москва,2.0,67.35,34.1,14.2,12.0,Косметический
15860,10947800.0,Новостройка,Депо,19.0,Москва,2.0,63.65,24.8,17.9,12.0,Косметический
15861,11558400.0,Новостройка,Депо,19.0,Москва,2.0,67.2,36.1,10.5,12.0,Косметический
15862,11584200.0,Новостройка,Депо,19.0,Москва,2.0,67.35,34.1,14.2,14.0,Косметический
15863,10947800.0,Новостройка,Депо,19.0,Москва,2.0,63.65,24.8,17.9,14.0,Косметический
15864,10404280.0,Новостройка,Депо,19.0,Москва,2.0,60.49,27.6,16.7,14.0,Косметический
15865,10609700.0,Новостройка,Депо,19.0,Москва,2.0,62.41,32.7,10.7,2.0,Косметический
15866,10718500.0,Новостройка,Депо,19.0,Москва,2.0,63.05,33.5,11.7,4.0,Косметический
15867,10609700.0,Новостройка,Депо,19.0,Москва,2.0,62.41,32.7,10.7,6.0,Косметический
15868,10718500.0,Новостройка,Депо,19.0,Москва,2.0,63.05,33.5,11.7,8.0,Косметический
15869,10844600.0,Новостройка,Депо,19.0,Москва,2.0,63.05,33.5,11.7,12.0,Косметический
15870,10734520.0,Новостройка,Депо,19.0,Москва,2.0,62.41,32.7,10.7,14.0,Косметический
15887,4396773.0,Новостройка,Красногвардейская,11.0,Московская область,2.0,33.5,19.9,5.4,17.0,Косметический
15829,10718500.0,Новостройка,Депо,19.0,Москва,2.0,63.05,33.5,11.7,6.0,Косметический
15830,10718500.0,Новостройка,Депо,19.0,Москва,2.0,63.05,33.5,11.7,10.0,Косметический
15831,10734520.0,Новостройка,Депо,19.0,Москва,2.0,62.41,32.7,10.7,12.0,Косметический
15834,10844600.0,Новостройка,Депо,19.0,Москва,2.0,63.05,33.5,11.7,14.0,Косметический
15835,11850700.0,Новостройка,Депо,19.0,Москва,2.0,69.71,28.0,22.3,2.0,Косметический
15836,10111600.0,Новостройка,Депо,19.0,Москва,2.0,59.48,28.0,12.3,4.0,Косметический
15837,11911900.0,Новостройка,Депо,19.0,Москва,2.0,70.07,32.3,14.5,6.0,Косметический
15871,10249300.0,Новостройка,Депо,19.0,Москва,2.0,60.29,28.5,16.3,2.0,Косметический
15843,12052040.0,Новостройка,Депо,19.0,Москва,2.0,70.07,32.3,14.5,12.0,Косметический
15844,11990120.0,Новостройка,Депо,19.0,Москва,2.0,69.71,28.0,22.3,14.0,Косметический
15845,10230560.0,Новостройка,Депо,19.0,Москва,2.0,59.48,28.0,12.3,14.0,Косметический
15813,10478800.0,Новостройка,Депо,19.0,Москва,2.0,61.64,28.5,16.7,6.0,Косметический
15814,10752500.0,Новостройка,Депо,19.0,Москва,2.0,63.25,24.8,17.9,6.0,Косметический
15815,9773750.0,Новостройка,Депо,19.0,Москва,2.0,55.85,31.1,9.0,6.0,Косметический
15816,10478800.0,Новостройка,Депо,19.0,Москва,2.0,61.64,28.5,16.7,8.0,Косметический
15817,10752500.0,Новостройка,Депо,19.0,Москва,2.0,63.25,24.8,17.9,8.0,Косметический
15818,9773750.0,Новостройка,Депо,19.0,Москва,2.0,55.85,31.1,9.0,8.0,Косметический
15819,10752500.0,Новостройка,Депо,19.0,Москва,2.0,63.25,24.8,17.9,10.0,Косметический
15820,10602080.0,Новостройка,Депо,19.0,Москва,2.0,61.64,28.5,16.7,12.0,Косметический
15821,10879000.0,Новостройка,Депо,19.0,Москва,2.0,63.25,24.8,17.9,12.0,Косметический
15823,10602080.0,Новостройка,Депо,19.0,Москва,2.0,61.64,28.5,16.7,14.0,Косметический
15824,9997150.0,Новостройка,Депо,19.0,Москва,2.0,55.85,31.1,9.0,14.0,Косметический
15855,9854250.0,Новостройка,Депо,19.0,Москва,2.0,56.31,31.2,9.0,4.0,Косметический
15856,11424000.0,Новостройка,Депо,19.0,Москва,2.0,67.2,36.1,10.5,8.0,Косметический
15825,10718500.0,Новостройка,Депо,19.0,Москва,2.0,63.05,33.5,11.7,2.0,Косметический
15826,10609700.0,Новостройка,Депо,19.0,Москва,2.0,62.41,32.7,10.7,4.0,Косметический
6956,25000000.0,Вторичноё жильё,Киевская,14.0,Москва,2.0,46.0,25.4,10.4,4.0,Косметический
6957,14790000.0,Вторичноё жильё,Красногвардейская,15.0,Москва,2.0,54.0,32.0,9.0,9.0,Дизайнерский
6958,10990000.0,Вторичноё жильё,Щелковская,26.0,Москва,2.0,45.3,26.8,10.4,2.0,Косметический
6959,18000000.0,Вторичноё жильё,Кожуховская,8.0,Москва,2.0,61.2,33.1,6.0,4.0,Косметический
6960,10700000.0,Вторичноё жильё,Свиблово,8.0,Москва,2.0,37.8,21.2,6.2,3.0,Косметический
6929,15000000.0,Вторичноё жильё,Солнцево,19.0,Москва,2.0,54.0,30.6,8.5,3.0,Европейский стиль
6930,16750000.0,Вторичноё жильё,Кунцевская,16.0,Москва,2.0,52.6,29.9,8.7,6.0,Косметический
6931,11000000.0,Вторичноё жильё,Юго-Восточная,8.0,Москва,2.0,39.0,23.2,6.6,9.0,Косметический
6932,24800000.0,Вторичноё жильё,Серпуховская,8.0,Москва,2.0,54.0,29.4,6.5,4.0,Европейский стиль
6933,19900000.0,Вторичноё жильё,Планерная,18.0,Москва,2.0,55.1,30.0,10.7,2.0,Косметический
6934,22500000.0,Вторичноё жильё,Варшавская (Коломенское),14.0,Москва,2.0,63.0,34.0,15.0,6.0,Без ремонта
6935,14500000.0,Вторичноё жильё,Каширская,4.0,Москва,2.0,44.0,29.0,6.0,5.0,Европейский стиль
6936,14000000.0,Вторичноё жильё,Щелковская,6.0,Москва,2.0,48.3,32.3,7.2,10.0,Европейский стиль
6937,18600000.0,Вторичноё жильё,Тимирязевская,5.0,Москва,2.0,54.3,29.6,11.1,3.0,Европейский стиль
6938,25300000.0,Вторичноё жильё,Павелецкая,5.0,Москва,2.0,57.0,34.4,9.2,5.0,Европейский стиль
6939,11800000.0,Вторичноё жильё,Теплый Стан,12.0,Москва,2.0,44.5,27.3,6.0,1.0,Косметический
15797,11760000.0,Новостройка,Депо,19.0,Москва,2.0,67.2,36.1,10.5,18.0,Косметический
15798,11786250.0,Новостройка,Депо,19.0,Москва,2.0,67.35,34.1,14.2,20.0,Косметический
15799,11786250.0,Новостройка,Депо,19.0,Москва,2.0,67.35,34.1,14.2,21.0,Косметический
15800,11786250.0,Новостройка,Депо,19.0,Москва,2.0,67.35,34.1,14.2,23.0,Косметический
15839,11911900.0,Новостройка,Депо,19.0,Москва,2.0,70.07,32.3,14.5,8.0,Косметический
15840,11911900.0,Новостройка,Депо,19.0,Москва,2.0,70.07,32.3,14.5,10.0,Косметический
6940,16000000.0,Вторичноё жильё,Алексеевская,5.0,Москва,2.0,43.9,27.3,8.2,13.0,Косметический
6941,16100000.0,Вторичноё жильё,Кожуховская,6.0,Москва,2.0,46.0,25.4,5.6,4.0,Косметический
6942,19500000.0,Вторичноё жильё,Семеновская,8.0,Москва,2.0,61.0,35.0,8.5,15.0,Европейский стиль
6943,17300000.0,Вторичноё жильё,Юго-Западная,15.0,Москва,2.0,50.8,30.8,8.3,2.0,Косметический
6944,16500000.0,Вторичноё жильё,Бунинская Аллея,23.0,Москва,2.0,61.8,36.3,11.0,15.0,Европейский стиль
6913,24800000.0,Вторичноё жильё,Раменки,12.0,Москва,2.0,51.0,20.9,13.3,2.0,Дизайнерский
6914,16000000.0,Вторичноё жильё,Алексеевская,4.0,Москва,2.0,40.0,24.0,7.0,11.0,Европейский стиль
6915,12800000.0,Вторичноё жильё,Ясенево,26.0,Москва,2.0,54.0,32.0,9.5,2.0,Косметический
6916,25000000.0,Вторичноё жильё,Новые Черемушки,18.0,Москва,2.0,57.1,31.6,9.4,5.0,Европейский стиль
6917,17500000.0,Вторичноё жильё,Рабочий Посёлок,20.0,Москва,2.0,44.0,30.0,10.3,19.0,Европейский стиль
6918,20900000.0,Вторичноё жильё,Стахановская,2.0,Москва,2.0,56.0,26.0,14.0,21.0,Дизайнерский
6919,12000000.0,Вторичноё жильё,Коломенская,7.0,Москва,2.0,37.4,22.0,7.0,6.0,Косметический
6920,19200000.0,Вторичноё жильё,Водный стадион,12.0,Москва,2.0,58.4,36.0,10.5,4.0,Европейский стиль
6921,17950000.0,Вторичноё жильё,Москва-Товарная,8.0,Москва,2.0,50.0,31.0,9.6,8.0,Европейский стиль
6922,21000000.0,Вторичноё жильё,Павелецкая,6.0,Москва,2.0,44.1,28.1,6.0,7.0,Косметический
6923,14200000.0,Вторичноё жильё,Пенягино,20.0,Москва,2.0,51.5,30.0,9.0,11.0,Косметический
15785,12052040.0,Новостройка,Депо,19.0,Москва,2.0,70.07,32.3,14.5,15.0,Косметический
15795,11760000.0,Новостройка,Депо,19.0,Москва,2.0,67.2,36.1,10.5,16.0,Косметический
15796,11786250.0,Новостройка,Депо,19.0,Москва,2.0,67.35,34.1,14.2,17.0,Косметический
15746,11604250.0,Новостройка,Депо,19.0,Москва,2.0,66.31,33.3,14.2,22.0,Косметический
15747,11604250.0,Новостройка,Депо,19.0,Москва,2.0,66.31,33.3,14.2,23.0,Косметический
6924,13900000.0,Вторичноё жильё,Бабушкинская,25.0,Москва,2.0,52.7,30.5,8.8,11.0,Косметический
6925,20500000.0,Вторичноё жильё,Водный стадион,12.0,Москва,2.0,58.7,36.0,12.0,15.0,Европейский стиль
6926,12600000.0,Вторичноё жильё,Люблино,19.0,Москва,2.0,53.6,30.0,9.0,2.0,Косметический
6927,21000000.0,Вторичноё жильё,Фрунзенская,6.0,Москва,2.0,44.0,28.0,6.0,6.0,Косметический
6928,10120000.0,Вторичноё жильё,Кузьминки,13.0,Москва,2.0,50.5,27.7,10.8,6.0,Дизайнерский
6897,18000000.0,Вторичноё жильё,Менделеевская,7.0,Москва,2.0,45.1,31.0,7.0,1.0,Косметический
6898,12200000.0,Вторичноё жильё,Бульвар Адмирала Ушакова,8.0,Москва,2.0,51.0,31.0,8.6,14.0,Без ремонта
6899,13500000.0,Вторичноё жильё,Беляево,12.0,Москва,2.0,44.6,28.6,6.5,1.0,Косметический
6900,23000000.0,Вторичноё жильё,Зорге,12.0,Москва,2.0,74.2,46.5,9.0,2.0,Европейский стиль
6901,10550000.0,Вторичноё жильё,Юго-Восточная,18.0,Москва,2.0,43.0,23.9,10.2,6.0,Косметический
6902,15390000.0,Вторичноё жильё,Митино,15.0,Москва,2.0,53.4,32.0,9.1,2.0,Косметический
6903,17000000.0,Вторичноё жильё,Юго-Восточная,7.0,Москва,2.0,59.1,34.3,10.2,7.0,Дизайнерский
6904,18190000.0,Вторичноё жильё,Коньково,6.0,Москва,2.0,53.0,31.0,9.0,8.0,Европейский стиль
6905,13999999.0,Вторичноё жильё,Бибирево,11.0,Москва,2.0,52.6,30.6,8.6,2.0,Дизайнерский
6906,11500000.0,Вторичноё жильё,Молодежная,18.0,Москва,2.0,46.0,30.0,7.0,1.0,Косметический
6907,30900000.0,Вторичноё жильё,Беломорская,4.0,Москва,2.0,80.0,37.0,22.0,21.0,Дизайнерский
6908,17500000.0,Вторичноё жильё,Речной вокзал,20.0,Москва,2.0,53.4,29.1,11.1,6.0,Европейский стиль
6909,15500000.0,Вторичноё жильё,Беляево,9.0,Москва,2.0,49.7,28.0,10.2,14.0,Косметический
6910,11990000.0,Вторичноё жильё,Строгино,17.0,Москва,2.0,43.8,27.5,6.0,1.0,Косметический
6911,26000000.0,Вторичноё жильё,Университет,18.0,Москва,2.0,55.3,28.7,10.4,5.0,Европейский стиль
6912,14600000.0,Вторичноё жильё,Митино,10.0,Москва,2.0,53.6,32.2,9.1,5.0,Косметический
6881,11600000.0,Вторичноё жильё,Соколиная Гора,8.0,Москва,2.0,45.0,30.4,7.0,4.0,Косметический
6882,31499000.0,Вторичноё жильё,Университет,17.0,Москва,2.0,76.0,45.0,12.0,2.0,Косметический
6883,15000000.0,Вторичноё жильё,Теплый Стан,9.0,Москва,2.0,52.2,31.0,8.5,9.0,Европейский стиль
6884,15500000.0,Вторичноё жильё,Минская,27.0,Москва,2.0,44.6,27.0,8.0,4.0,Европейский стиль
6885,11900000.0,Вторичноё жильё,Медведково,17.0,Москва,2.0,60.0,29.0,10.0,9.0,Косметический
6886,18000000.0,Вторичноё жильё,Водный стадион,14.0,Москва,2.0,49.6,28.0,12.0,9.0,Дизайнерский
6887,18000000.0,Вторичноё жильё,Медведково,28.0,Москва,2.0,62.0,24.0,21.0,5.0,Европейский стиль
6888,23500000.0,Вторичноё жильё,Киевская,12.0,Москва,2.0,52.5,31.6,6.4,7.0,Европейский стиль
6889,28000000.0,Вторичноё жильё,Аминьевская,5.0,Москва,2.0,47.6,18.0,20.0,16.0,Европейский стиль
6890,14000000.0,Вторичноё жильё,Бабушкинская,7.0,Москва,2.0,43.0,30.0,6.0,1.0,Косметический
6891,14700000.0,Вторичноё жильё,Кунцевская,11.0,Москва,2.0,50.0,34.0,7.5,5.0,Косметический
15741,11604250.0,Новостройка,Депо,19.0,Москва,2.0,66.31,33.3,14.2,18.0,Косметический
15715,11271000.0,Новостройка,Братиславская,13.0,Москва,2.0,66.3,26.3,19.9,10.0,Косметический
15716,9918390.0,Новостройка,Братиславская,13.0,Москва,2.0,55.41,30.8,9.0,12.0,Косметический
15717,11403600.0,Новостройка,Братиславская,13.0,Москва,2.0,66.3,26.3,19.9,12.0,Косметический
15718,10249480.0,Новостройка,Братиславская,13.0,Москва,2.0,59.59,27.2,16.7,14.0,Косметический
15719,10577400.0,Новостройка,Братиславская,13.0,Москва,2.0,62.22,32.1,10.7,2.0,Косметический
15720,10577400.0,Новостройка,Братиславская,13.0,Москва,2.0,62.22,32.1,10.7,4.0,Косметический
15721,10677700.0,Новостройка,Братиславская,13.0,Москва,2.0,62.81,33.3,11.7,6.0,Косметический
15689,10577400.0,Новостройка,Братиславская,13.0,Москва,2.0,62.22,32.1,10.7,8.0,Косметический
15723,10677700.0,Новостройка,Братиславская,13.0,Москва,2.0,62.81,33.3,11.7,8.0,Косметический
15724,10701840.0,Новостройка,Братиславская,13.0,Москва,2.0,62.22,32.1,10.7,12.0,Косметический
15725,10460100.0,Новостройка,Братиславская,13.0,Москва,2.0,61.53,28.5,16.7,2.0,Косметический
15726,9754500.0,Новостройка,Братиславская,13.0,Москва,2.0,55.74,31.2,9.0,2.0,Косметический
15727,10583160.0,Новостройка,Братиславская,13.0,Москва,2.0,61.53,28.5,16.7,12.0,Косметический
15697,12190700.0,Новостройка,Братиславская,13.0,Москва,2.0,71.71,33.3,14.5,2.0,Косметический
15700,11789500.0,Новостройка,Братиславская,13.0,Москва,2.0,69.35,28.1,21.3,8.0,Косметический
15701,10390400.0,Новостройка,Братиславская,13.0,Москва,2.0,61.12,28.1,12.6,8.0,Косметический
15703,10390400.0,Новостройка,Братиславская,13.0,Москва,2.0,61.12,28.1,12.6,10.0,Косметический
15704,11928200.0,Новостройка,Братиславская,13.0,Москва,2.0,69.35,28.1,21.3,12.0,Косметический
15705,12334120.0,Новостройка,Братиславская,13.0,Москва,2.0,71.71,33.3,14.5,12.0,Косметический
15738,11604250.0,Новостройка,Депо,19.0,Москва,2.0,66.31,33.3,14.2,17.0,Косметический
15672,11278750.0,Новостройка,Братиславская,13.0,Москва,2.0,64.45,32.6,14.2,23.0,Косметический
15673,11278750.0,Новостройка,Братиславская,13.0,Москва,2.0,64.45,32.6,14.2,24.0,Косметический
15706,12160400.0,Новостройка,Братиславская,13.0,Москва,2.0,70.7,33.3,14.5,14.0,Косметический
15708,10956500.0,Новостройка,Братиславская,13.0,Москва,2.0,64.45,32.6,14.2,2.0,Косметический
15709,10130300.0,Новостройка,Братиславская,13.0,Москва,2.0,59.59,27.2,16.7,2.0,Косметический
15710,10956500.0,Новостройка,Братиславская,13.0,Москва,2.0,64.45,32.6,14.2,4.0,Косметический
15711,10667500.0,Новостройка,Братиславская,13.0,Москва,2.0,62.75,24.8,17.5,4.0,Косметический
15712,10956500.0,Новостройка,Братиславская,13.0,Москва,2.0,64.45,32.6,14.2,6.0,Косметический
15681,10721900.0,Новостройка,Братиславская,13.0,Москва,2.0,63.07,24.5,17.6,2.0,Косметический
15682,9751000.0,Новостройка,Братиславская,13.0,Москва,2.0,55.72,30.9,9.0,2.0,Косметический
15683,11250600.0,Новостройка,Братиславская,13.0,Москва,2.0,66.18,32.9,14.2,2.0,Косметический
15684,9751000.0,Новостройка,Братиславская,13.0,Москва,2.0,55.72,30.9,9.0,4.0,Косметический
15685,11250600.0,Новостройка,Братиславская,13.0,Москва,2.0,66.18,32.9,14.2,6.0,Косметический
15686,10456700.0,Новостройка,Братиславская,13.0,Москва,2.0,61.51,28.2,16.4,8.0,Косметический
15687,11382960.0,Новостройка,Братиславская,13.0,Москва,2.0,66.18,32.9,14.2,14.0,Косметический
2070,12500000.0,Вторичноё жильё, Алексеевская,12.0,Москва,2.0,43.4,29.1,5.7,5.0,Без ремонта
2071,12550000.0,Вторичноё жильё, Царицыно,19.0,Москва,2.0,52.3,28.5,10.2,12.0,Косметический
2072,12600000.0,Вторичноё жильё, Шоссе Энтузиастов,10.0,Москва,2.0,51.1,7.0,10.9,5.0,Европейский стиль
2073,13500000.0,Вторичноё жильё, Физтех,13.0,Москва,2.0,55.0,29.5,8.7,2.0,Косметический
15691,10803320.0,Новостройка,Братиславская,13.0,Москва,2.0,62.81,33.3,11.7,12.0,Косметический
15692,10701840.0,Новостройка,Братиславская,13.0,Москва,2.0,62.22,32.1,10.7,14.0,Косметический
15693,10803320.0,Новостройка,Братиславская,13.0,Москва,2.0,62.81,33.3,11.7,14.0,Косметический
15695,11789500.0,Новостройка,Братиславская,13.0,Москва,2.0,69.35,28.1,21.3,2.0,Косметический
15696,10390400.0,Новостройка,Братиславская,13.0,Москва,2.0,61.12,28.1,12.6,2.0,Косметический
15670,11278750.0,Новостройка,Братиславская,13.0,Москва,2.0,64.45,32.6,14.2,22.0,Косметический
2054,37500000.0,Вторичноё жильё, Новокузнецкая,7.0,Москва,2.0,41.7,10.0,10.1,3.0,Европейский стиль
2055,40000000.0,Вторичноё жильё, Улица 1905 года,12.0,Москва,2.0,45.0,20.0,16.0,3.0,Дизайнерский
2056,40000000.0,Вторичноё жильё, Парк Культуры,7.0,Москва,2.0,75.0,12.0,12.8,2.0,Дизайнерский
2057,44000000.0,Вторичноё жильё, Новокузнецкая,7.0,Москва,2.0,44.27,8.0,10.3,3.0,Без ремонта
2058,50000000.0,Вторичноё жильё, Смоленская,8.0,Москва,2.0,53.0,5.0,11.0,10.0,Дизайнерский
2059,52000000.0,Вторичноё жильё, Добрынинская,11.0,Москва,2.0,73.3,12.0,12.7,9.0,Дизайнерский
2060,58000000.0,Вторичноё жильё, Добрынинская,11.0,Москва,2.0,73.0,11.0,12.7,8.0,Дизайнерский
2061,86000000.0,Вторичноё жильё, Выставочная,3.0,Москва,2.0,114.2,15.0,16.1,46.0,Дизайнерский
2062,252000000.0,Вторичноё жильё, Минская,4.0,Москва,2.0,168.0,87.1,20.5,50.0,Дизайнерский
2063,289000000.0,Вторичноё жильё, Фрунзенская,5.0,Москва,2.0,119.0,6.0,16.5,4.0,Дизайнерский
2064,6950000.0,Вторичноё жильё, Санино,10.0,Москва,2.0,46.0,24.0,8.0,7.0,Без ремонта
2065,9550000.0,Вторичноё жильё, Рассказовка,7.0,Москва,2.0,40.0,24.0,10.0,4.0,Косметический
2066,10500000.0,Вторичноё жильё, Щёлковская,18.0,Москва,2.0,39.0,23.0,7.0,7.0,Косметический
2067,10900000.0,Вторичноё жильё, Каховская,2.0,Москва,2.0,39.0,26.0,6.0,4.0,Косметический
2068,11000000.0,Вторичноё жильё, Медведково,5.0,Москва,2.0,44.9,28.7,6.0,7.0,Косметический
2069,11760000.0,Вторичноё жильё, Вешняки,10.0,Москва,2.0,49.7,10.0,10.8,11.0,Без ремонта
2038,10941180.0,Вторичноё жильё, Некрасовка,14.0,Москва,2.0,63.8,36.8,11.7,4.0,Без ремонта
2039,12500000.0,Вторичноё жильё, Щёлковская,7.0,Москва,2.0,60.2,35.7,11.0,5.0,Косметический
2040,12800000.0,Вторичноё жильё, Аэропорт Внуково,10.0,Москва,2.0,58.3,34.3,7.9,3.0,Косметический
2041,13000000.0,Вторичноё жильё, Алтуфьево,5.0,Москва,2.0,46.0,30.0,6.5,11.0,Косметический
2042,15800000.0,Вторичноё жильё, Волоколамская,8.0,Москва,2.0,55.0,33.0,9.3,14.0,Европейский стиль
2043,18600000.0,Вторичноё жильё, Рассказовка,20.0,Москва,2.0,58.0,31.0,16.0,16.0,Дизайнерский
2044,22000000.0,Вторичноё жильё, Водный стадион,11.0,Москва,2.0,49.7,7.0,10.8,21.0,Дизайнерский
2045,22000000.0,Вторичноё жильё, Коптево,8.0,Москва,2.0,65.0,33.6,13.2,11.0,Без ремонта
2046,25000000.0,Вторичноё жильё, Шелепиха,4.0,Москва,2.0,71.0,40.0,14.0,5.0,Европейский стиль
2047,25499000.0,Вторичноё жильё, Спортивная,11.0,Москва,2.0,46.2,30.0,8.0,2.0,Косметический
2048,25800000.0,Вторичноё жильё, Дмитровская,1.0,Москва,2.0,56.7,31.7,20.0,39.0,Без ремонта
2049,26700000.0,Вторичноё жильё, Дмитровская,2.0,Москва,2.0,57.0,38.0,14.0,44.0,Европейский стиль
2050,27199000.0,Вторичноё жильё, Аминьевская,5.0,Москва,2.0,64.0,33.0,10.0,8.0,Без ремонта
2051,31800000.0,Вторичноё жильё, Павелецкая,8.0,Москва,2.0,55.3,15.0,11.2,3.0,Дизайнерский
2052,32000000.0,Вторичноё жильё, Площадь Гагарина,17.0,Москва,2.0,50.0,32.0,13.0,4.0,Дизайнерский
2053,32500000.0,Вторичноё жильё, Павелецкая,8.0,Москва,2.0,56.8,10.0,11.3,8.0,Дизайнерский
2022,65000000.0,Вторичноё жильё, Международная,6.0,Москва,2.0,62.1,40.0,10.0,11.0,Дизайнерский
2023,12500000.0,Вторичноё жильё, Первомайская,19.0,Москва,2.0,40.0,22.4,9.9,6.0,Дизайнерский
2024,15500000.0,Вторичноё жильё, Бульвар Дмитрия Донского,5.0,Москва,2.0,56.1,34.0,10.6,1.0,Европейский стиль
2025,27900000.0,Вторичноё жильё, Кутузовская,12.0,Москва,2.0,55.0,40.0,4.0,20.0,Без ремонта
2026,82000000.0,Вторичноё жильё, Ломоносовский проспект,4.0,Москва,2.0,65.6,35.3,12.1,3.0,Без ремонта
2027,247500000.0,Вторичноё жильё, Минская,7.0,Москва,2.0,165.0,9.8,20.3,50.0,Дизайнерский
2028,24500000.0,Вторичноё жильё, Зорге,8.0,Москва,2.0,61.8,40.5,6.8,2.0,Дизайнерский
2029,24500000.0,Вторичноё жильё, Тульская,18.0,Москва,2.0,61.0,13.0,11.7,6.0,Европейский стиль
2030,75000000.0,Вторичноё жильё, Кропоткинская,2.0,Москва,2.0,75.0,40.1,12.8,2.0,Дизайнерский
2031,78000000.0,Вторичноё жильё, Ломоносовский проспект,4.0,Москва,2.0,60.0,32.5,11.6,6.0,Без ремонта
2032,83000000.0,Вторичноё жильё, Ломоносовский проспект,4.0,Москва,2.0,66.0,35.5,12.1,3.0,Без ремонта
2033,99000000.0,Вторичноё жильё, Спортивная,6.0,Москва,2.0,89.7,39.0,14.0,5.0,Без ремонта
2034,148500000.0,Вторичноё жильё, Спортивная,10.0,Москва,2.0,103.3,54.0,22.3,3.0,Дизайнерский
2035,151518366.0,Вторичноё жильё, Третьяковская,9.0,Москва,2.0,79.1,42.1,13.2,6.0,Дизайнерский
2036,21900000.0,Вторичноё жильё, Октябрьское поле,7.0,Москва,2.0,54.0,28.0,12.0,12.0,Без ремонта
2037,22000000.0,Вторичноё жильё, Шаболовская,15.0,Москва,2.0,55.8,15.6,27.6,5.0,Дизайнерский
2006,63000000.0,Вторичноё жильё, Шелепиха,17.0,Москва,2.0,93.2,49.3,14.4,32.0,Дизайнерский
